,date,000037.OF,003039.OF,003040.OF,003223.OF,003819.OF,004020.OF,004027.OF,004028.OF,006670.OF,006869.OF,006970.OF,007396.OF,007598.OF,007778.OF,013449.OF,median,ma4
151,2022-09-09,2.558428175326051,1.9303095966122177,2.185862117161199,3.836206142938928,2.349030994811716,1.0908672292260304,1.9521130718575317,1.8863375121723123,3.081991728241523,2.9746305954585917,5.292939177718358,2.1945631229639715,2.7056788678860793,2.682775262100954,2.543111704483393,2.543111704483393,2.54494002433194
152,2022-09-13,2.632461709154646,0.0,2.046108281130511,3.8420388710958386,2.48566293555848,1.189172143898908,2.147369187521143,2.2829980250180295,2.739492473484364,2.4885269364802496,5.453794914405227,2.3398167940704813,2.2166135137934773,2.9400081706020624,2.618298270085239,2.48566293555848,2.5105967194469585
153,2022-09-14,2.6508779325440583,0.0,2.0443719249721606,3.839278318968824,2.45631274667195,1.1850722386370065,2.1443462529600286,2.229877031210458,2.7372459734265018,2.486453452117423,5.460212334703675,2.3380320665349354,2.214839708799757,2.934852337828965,2.6379609840280334,2.45631274667195,2.4919299201071863
154,2022-09-15,2.7272074918475204,0.0,0.0,3.871643019779555,2.5247740492827124,1.5641841584738407,2.169991316414499,2.296179627854707,2.787143429103992,2.5294436337742763,5.679202817926638,2.5644186197801977,2.378704135539047,2.9574543706144967,2.710690420461983,2.5294436337742763,2.503632755122025
155,2022-09-16,2.670705714020553,0.0,0.0,4.14660073917487,2.612407611517194,1.2439104068602989,2.2781766469770144,2.3046396212198688,2.9330313193694324,2.7002279992304277,5.753926016338552,2.567461328611727,2.3471750053818763,2.8891032378914976,2.6592457734457655,2.612407611517194,2.520956731880475
156,2022-09-19,2.737692480691712,0.0,0.0,4.185016406128891,2.6756197146479668,1.5661687154675585,2.3579046428379864,2.303855000057119,3.00459898949129,2.6670686126312164,5.790587424541494,2.656092533475251,2.384471465251246,2.877825114513498,2.7228432488253618,2.6670686126312164,2.566308151148659
157,2022-09-20,2.6585198852395635,0.0,0.0,4.55844735637566,2.7906285405134916,1.2290096531128496,2.3886859520427355,2.352240015402968,3.0196794499189776,0.0,5.335646571287182,2.579931301436664,2.439298245509125,3.0035015120703967,2.6381917204675442,2.579931301436664,2.597212789839838
158,2022-09-21,2.6902140769420044,0.0,0.0,3.319109224242429,2.3722018166399375,1.070452980291408,1.961790236539557,1.887797679230184,2.9077998853677327,0.0,6.04663702449646,2.5029660464418413,2.201776402570106,2.7102263780723566,2.6737724573667214,2.3722018166399375,2.557902335556253
159,2022-09-22,2.649032479485833,0.0,2.006891120962888,3.858743250042489,2.48961484007991,1.1762814767656953,2.1531168493465356,2.270461179021631,2.759226240362013,2.340470466814206,5.925898047317904,2.3257157523292644,2.1855769871743114,2.9258499215942724,2.634494338468086,2.340470466814206,2.489918049380506
160,2022-09-23,2.6504877529266784,2.0171784081738373,2.005501460398354,3.856824554398845,2.4883519495230693,1.176565649474389,2.152075878242494,2.269427919768357,2.7575855818557575,2.3381534239964776,5.119160218005245,2.3244844766687254,2.1844382376194025,2.924378625625121,2.6359179262378554,2.3381534239964776,2.407689252221821
161,2022-09-26,2.687896901869367,2.0004766515070895,2.2596356494617784,3.320346289261879,2.370709677884055,1.099167337084955,1.9609098927783724,1.8866878969815408,3.372964611310098,3.3546622035884233,6.0605514941377505,2.434076701105301,3.295645449952387,2.709280063656889,2.6714298487216093,2.6714298487216093,2.4305638890430576
162,2022-09-27,2.6060951241407637,2.1052119888131826,2.103994104784398,3.9499293919564256,2.6442543657606916,1.5618209918992276,2.2570503604914087,2.318133916080703,3.0132759889541147,2.5315300762963413,5.316090994318596,2.516927134893136,2.3329991327943502,2.957469142849232,2.58800440833622,2.5315300762963413,2.4703959539571585
163,2022-09-28,2.642624868842654,2.104041194945608,2.102420705042574,4.200186720815897,2.475013472045715,1.1973892647831041,2.257139527093193,2.3130267322700346,3.011224145760922,2.5281603595571647,5.481512833450022,2.573434118659996,2.333118575450888,2.963901999273256,2.631139787115615,2.5281603595571647,2.5173184271428983
164,2022-09-29,2.6468538200033898,2.0967895134525776,2.0957338255279625,4.153196631498927,2.4719982438615657,1.1949429557057978,2.2242368558705046,2.2869892981855644,3.003232394164586,2.5202930037594014,6.439941230569202,2.5648025882359566,2.325346922645625,2.7432021300099327,2.635416319739927,2.5202930037594014,2.562853322083629
165,2022-09-30,2.6852109038323393,0.0,2.130510860977906,4.00942080480721,2.5493767684749273,1.2461104287162499,2.309619745981543,2.2859229647842514,3.0032905987516774,0.0,6.078474921837366,2.6558736223210824,2.4444671987956217,2.7420088694474263,2.669317390776015,2.5493767684749273,2.5323400520219588
166,2022-10-10,2.719156195885839,0.0,2.128581889304847,4.008339506879365,2.7228864825159365,1.2454388878988283,2.308743136723735,2.2850364763928743,3.0010744530911904,2.617415093723541,6.046045778066736,2.653842738372798,2.4424375060738335,2.8995915083536956,2.704285173060968,2.653842738372798,2.562918217541073
167,2022-10-11,2.830354568722806,0.0,0.0,4.376422653587593,2.6739392165294897,0.0,0.0,0.0,0.0,0.0,6.434689874831382,0.0,0.0,3.003502664558319,2.8132018007935624,0.0,1.930878127651782
168,2022-10-12,2.7252439446054915,2.1933283095984657,2.1820941640131495,0.0,2.8522221611211673,0.0,0.0,0.0,0.0,0.0,0.0,2.541886499234979,0.0,0.0,2.7090980517648333,0.0,1.3008048767119313
169,2022-10-13,2.596168957726932,2.0858527815138057,2.0446993820713946,0.0,2.243754462706148,1.2293597488951993,1.9073027038871906,2.27293575045277,2.9698758621503765,0.0,5.466371904033847,2.5179157556958445,2.2292053271728935,2.536554926776452,2.5783059097252345,2.243754462706148,1.2243993002697366
170,2022-10-14,2.7100163266521045,0.0,0.0,4.192536800505256,2.6401036519529493,1.232533925507455,2.284886173254893,2.26613366460057,2.9068440831317797,2.533049680071871,5.054678430226563,2.446914111061147,2.2278151062042197,2.9120254920623077,2.6960610250351413,2.533049680071871,1.1942010356945048
171,2022-10-17,2.6730470578707117,2.121585831345146,2.09859626613562,4.570691630722792,2.874815704163145,1.5761982200008011,2.376370818850251,2.3410993257741497,2.9685340269027134,2.5837174705348276,4.77387987991818,2.6221626681326775,2.410802605892871,3.010643932360847,2.652964072245161,2.6221626681326775,1.8497417027276741
172,2022-10-18,2.673958726547734,2.105485629312626,2.1081062049088968,4.571117815694235,2.8746880037185,1.5756435224492582,2.3760364826657487,2.340737127613121,2.9752972802176147,2.577285341200458,5.020758476003552,2.546759331904136,2.3966642677720613,3.010966373496127,2.65384089186813,2.577285341200458,2.4940630380277886
173,2022-10-19,2.6741942851227165,2.1173396455490376,2.094513187049932,4.571543787756596,2.875307087944634,1.5757415262016243,2.3761873619779963,2.3408916048241046,2.964588745917145,2.5793048032048156,5.183288940297069,2.6182585437131385,2.4065847282993316,3.0115269844336585,2.6540801384375166,2.6182585437131385,2.587689058279536
174,2022-10-20,2.549760563257409,0.0,0.0,3.2685144219667146,2.3274654716140413,1.0729187963517652,1.9225457789766711,1.8572118819484273,2.903117743061983,2.4250608592246943,5.12082502349341,2.5073742563371315,2.2190119956746646,2.668123277452195,2.533521857062018,2.4250608592246943,2.560691853067742
175,2022-10-21,2.672040975275398,0.0,0.0,4.5685665486507006,2.872980122955228,1.572833317314109,2.372754087986254,2.3375353262562837,3.0918598967696207,2.984047997490764,6.036443980284173,2.6195271927053643,2.715593364440031,3.01023179947728,2.651974906058296,2.672040975275398,2.573161429853422
176,2022-10-24,2.6968056184262386,0.0,0.0,4.303848602510458,2.6311088609871724,1.2428772714101735,2.342421431226916,2.3170293117513805,3.328769837421497,3.308975673358057,5.762450161478626,2.736598763035345,3.222049994112848,2.859725683638179,2.6785008177630374,2.6968056184262386,2.6030414991598674
177,2022-10-25,2.5127914312031265,0.0,0.0,4.14669563532546,2.112861787081503,1.108987509260822,1.8739319469232945,1.797994929973322,3.109557981423607,3.0415354164573625,4.892871199701902,2.5601469165343413,2.715297263837046,2.485574292864672,2.489008537048455,2.489008537048455,2.5707289974936964
178,2022-10-26,2.5867758615834333,0.0,0.0,3.077175646118321,2.2804539864387583,1.4419404831076554,1.9288860453565744,1.847271187127198,3.27938998820706,3.2340006863314903,5.623747587929294,2.7673556754995237,3.123101642307068,2.5798399820240596,2.563940085038989,2.5798399820240596,2.6094237781935377
179,2022-10-27,2.688238734103465,0.0,0.0,4.586898377302117,2.8822676359543187,1.5800860626443642,2.3833303569458533,2.347650249221706,2.945487484072481,2.559783013366552,0.0,2.5994985073119126,2.388573592358635,3.022367465427443,2.667912914142288,2.559783013366552,2.5813592877163263
180,2022-10-28,2.847068174391351,2.1656822815939507,2.1807790571604637,4.623725079561485,2.843300654322119,1.5948159415349508,2.393704993396192,2.3534110306963747,2.942777262105987,2.6448891992132118,5.481994496086013,2.744188957506323,2.44931498118953,3.015379587106891,2.8352992986181986,2.744188957506323,2.5932051224863475
181,2022-10-31,2.8094817274380484,2.1540004761680596,2.1431713672833403,4.3222847237103075,2.7418106379075047,1.5298921848601128,2.2660279001134818,2.3565382157314105,2.8907670566547634,2.539777548966841,6.436868686568289,2.507021323083639,2.3083680261396147,3.0191847531105176,2.800508161957495,2.539777548966841,2.605897375465944
182,2022-11-01,2.7748287350609067,2.1911530512710344,2.2012754674543276,4.182806850142409,2.64378405464852,1.5662352609387353,2.30546242578739,2.360591993230852,3.018411305175618,2.6836048767807203,6.057532557600764,2.7833262143925066,2.50475839219857,2.8956810388172385,2.763771928892131,2.6836048767807203,2.6318385991551088
183,2022-11-02,2.6551311218940925,0.0,0.0,4.634955060458601,2.828480899747559,1.602051188768166,2.4625226801664915,2.412621278744545,2.9830933435959497,2.570868216215774,6.0674208955001525,2.6377759090716815,2.3899346617965036,2.9885627519939417,2.63517650230476,2.63517650230476,2.650686971389661
184,2022-11-03,0.0,0.0,0.0,0.0,2.4772404977369726,1.1895324284248885,2.1260371515210714,2.0722132060094047,2.7490439131451665,2.3909938439230145,5.73923672399566,2.4069415923868696,2.20606569698188,2.6949374597734024,0.0,2.1260371515210714,2.4961490198933483
185,2022-11-04,2.7404639789164116,0.0,0.0,3.738125098597185,2.8508013156251653,1.185210204310649,2.359516157669018,2.26577855252495,2.9620334453130273,2.4747384151095444,5.548823703950221,2.5322392273535037,2.2941231177526844,3.0102066423609175,2.72561860248495,2.5322392273535037,2.494264439490014
186,2022-11-07,2.624145060283819,2.0552430635899315,2.055365333940492,4.371491118885916,2.766756058460282,1.2483587887571135,2.3645531853435857,2.334705208689852,2.9587770231576305,2.4711697681641454,4.913450115656184,2.5294038941558816,2.291505021904324,2.918765753312491,2.602516378774449,2.5294038941558816,2.455714193833804
187,2022-11-08,2.7393337183659963,2.155624283881459,2.150792313010676,4.810352910701036,2.7810789040161485,1.242605993284761,2.3907383947638907,2.3133696463454925,2.8984073677817013,0.0,5.959684295691163,2.6890087089792534,2.427925487400882,3.044486308821748,2.722289380791848,2.6890087089792534,2.4691722455024276
188,2022-11-09,2.772142252416113,2.107142870110743,2.131523312354347,4.788798420157481,2.8803068134802112,1.2197908467200373,2.3725138808601156,2.3066024238158773,2.8588308755116185,2.5390188641918345,5.796678982882793,2.5902892827894934,2.2415476023395717,3.0441578476784246,2.7616640047143712,2.5902892827894934,2.585235278319533
189,2022-11-10,2.6535418731964797,0.0,2.1784297861805926,4.787093926024307,2.3100279411125735,1.028741621475273,1.9226228706763557,1.8585092139180608,2.9947097113783543,2.658506850396866,6.058492640766873,2.7609999603252375,2.4808199876595145,2.681113475471141,2.6396623155157988,2.6396623155157988,2.6120910503601067
190,2022-11-11,2.4990719353896136,2.072138090933984,2.0345241658067756,4.064353227254576,2.174191227587378,1.0358459535547884,1.8900078126470905,1.8262992038263832,2.9232421407958586,0.0,5.145383339611144,2.4958499360714708,2.2680315063838306,2.503539977444329,2.4779336376787633,2.2680315063838306,2.546747953417094
191,2022-11-14,2.5998254392782476,2.057289688540999,2.0160315776142737,4.034818618251993,2.5980324520217257,1.2292527809176141,2.297369960114928,2.273136493358253,2.8823871236318017,2.426093500849422,5.615495990455399,2.4912464217487917,2.2058260510629606,2.8532191523619623,2.5785427933265486,2.4912464217487917,2.4973073816094784
192,2022-11-15,2.73356894554096,2.0551921638785724,2.013813576157485,4.11859583400566,2.5497476565131234,1.2311560350676836,2.2948509190264383,2.2723821458761293,2.8798646906881533,2.42277839737701,5.613726143895894,2.489768728991427,2.2043555302546496,2.8369294830192393,2.7120451658498874,2.489768728991427,2.472177243159962
193,2022-11-16,2.583990072177549,2.036884393850987,2.037595547670261,3.300895992238789,2.3516106740809155,1.0827608115966059,1.9440859033326638,1.877764058955574,2.9398624365749506,2.4654615674618463,4.915340656163522,2.5151541951196967,2.276598889136201,2.696875591895374,2.5670281755180273,2.4654615674618463,2.428627056146474
194,2022-11-17,2.595256041719776,1.925104294913579,1.9159065556385428,2.8657549804151463,2.096543181704937,1.0390331903043428,1.8850539932819632,1.8218177158041378,2.6333495466543306,2.239347905373082,5.883795250922406,2.177780980541635,2.039161974261412,2.437705998558411,2.576564997771745,2.177780980541635,2.406064424685925
195,2022-11-18,2.6701651210010637,2.046008571313251,2.057747788872245,3.7483932439534957,2.4506948926622374,1.1714549336991982,2.2036720130889216,2.2610957456836562,2.912849898524161,2.5288989034077756,5.695405619437091,2.453793069514228,2.271177101221104,2.7168845538116564,2.674168887617925,2.453793069514228,2.396701086627284
196,2022-11-21,2.6224005376872137,1.9374893003684015,1.9262612347942543,3.2768583389251176,2.2374614778428827,1.1508185954622232,2.072683949908844,2.016973185296228,2.6672343661488083,2.2511298129350346,5.749410329108896,2.2626244495590644,2.1153939185923503,2.4830101713969253,2.604108192945392,2.2511298129350346,2.337041357613186
197,2022-11-22,2.620266158313117,1.9336207696275904,1.922255854798138,3.271738601860402,2.2316133142840164,1.129487834606565,2.0824763120297063,2.1721593597030204,2.643371497372912,2.249493679874552,5.781545118327433,2.255550335378262,2.0773805166137236,2.6756326942277444,2.602664947792687,2.249493679874552,2.283049385716362
198,2022-11-23,2.5776066519189165,1.8358599069969652,1.8168791256637997,3.6769946676906384,2.2760283786169353,1.4957978226733764,2.061646031060698,1.9899409379626947,2.878516681993952,2.543530970870144,5.221355005226081,2.111443759598373,2.3290640927811808,2.6047383117320146,2.5502152072402873,2.3290640927811808,2.3208701637762488
199,2022-11-24,2.719894670538709,1.9548447454023694,1.9428181017244346,3.6639931856672168,2.321759364838691,1.497580456105472,2.1162811449648524,2.1993237392331033,2.6925201259230986,2.2865559909372504,5.608107211134083,2.2844210580095052,2.1829355084915836,2.796197073151857,2.6953428441160154,2.2865559909372504,2.2790608941320043
200,2022-11-25,2.589918130254286,1.8127338893319875,1.8090237110446443,3.2912435541532545,2.093821410309494,1.0378599733558866,1.9442054624858482,1.870948281899943,2.7162626570172694,2.34595147776542,0.0,2.204499214141359,2.1890542331372167,0.0,2.5712789097778215,2.093821410309494,2.2397337934756196
